"REC" "FRE" "MON" "CC_CARD" "AVRG" "PC_CALC20" "PSWEATERS" "PKNIT_TOPS" "PKNIT_DRES" "PBLOUSES" "PJACKETS" "PCAR_PNTS" "PCAS_PNTS" "PSHIRTS" "PDRESSES" "PSUITS" "POUTERWEAR" "PJEWELRY" "PFASHION" "PLEGWEAR" "PCOLLSPND" "AMSPEND" "PSSPEND" "CCSPEND" "AXSPEND" "OMONSPEND" "PREVPD" "GMP" "PROMOS" "DAYS" "FREDAYS" "MARKDOWN" "CLASSES" "COUPONS" "STYLES" "STORES" "STORELOY" "VALPHON" "WEB" "MAILED" "RESPONDED" "RESPONSERATE" "LTFREDAY" "CLUSTYPE" "PERCRET" "RESP" "hi_trans" "amount23" "amount456"
256 2 98 0 49 11 0 0 0 0 0 0.69 0 0 0 0 0 0 0.3 0 0 0 0 98 0 0 0 0.67 14 577 288.5 0 2 0 2 1 4513 "Y" 0 8 1 12.5 96.16 3 0 0 4.05195884572566 0 0
311 1 178 0 178 11 0 0 0 0 0.55 0 0 0 0.44 0 0 0 0 0 1 0 0 178 0 0 0 0.7 13 311 311 0 2 0 2 1 447 "N" 0 3 0 0 311 4 0 0 5.01482649871472 0 0
319 2 270.98 0 135.49 16 0 0.03 0 0.29 0.47 0 0 0.19 0 0 0 0 0 0 0 0 191.99 78.99 0 0 270.98 0.69 9 320 160 0 4 0 5 2 2640 "Y" 0 3 0 0 106.66 15 0 0 3.55277332111694 0 0
49 1 212 0 212 11 0 0 0 0.25 0.46 0.27 0 0 0 0 0 0 0 0 0.74 0 0 212 0 0 0 0.69 0 49 49 0 3 0 3 1 37 "Y" 0 0 0 0 49 11 0 0 4.51721290722895 212 0
316 1 240 0 240 11 0 0 0 0.24 0.45 0 0 0.22 0 0 0 0.05 0 0.02 0 0 108 132 0 0 240 0.68 14 316 316 0 5 0 5 2 4596 "N" 0 4 0 0 158 3 0 0 3.45157358898722 0 0
68 2 146.44 0 73.22 11 0.47 0 0.13 0.11 0 0 0.26 0 0 0 0 0 0 0 0 0 0 146.44 0 0 0 0.42 5 298 149 0.2 5 0 7 1 148 "Y" 0 1 0 0 149 4 0 0 3.50254987592244 126.45 0
61 4 152.97 0 38.24 16 0.32 0.06 0 0 0 0 0.37 0.13 0 0 0 0 0 0.09 0 0 70.99 81.98 0 0 0 0.58 11 463 115.75 0.12 7 0 8 2 2933 "Y" 0 7 1 14.29 66.14 46 0 0 3.32862668882732 70.99 81.98
313 1 182 0 182 16 0 0 0 0 0.7 0 0 0.29 0 0 0 0 0 0 0 0 128 54 0 0 182 0.73 10 313 313 0 2 0 2 2 2724 "N" 0 5 0 0 156.5 10 0 0 4.06491575153129 0 0
175 3 255.58 0 85.19 11 0.06 0.09 0 0 0.23 0.08 0 0.1 0 0.41 0 0 0 0 0 0 17.49 238.09 0 0 0 0.39 17 636 212 0.27 6 1 7 2 88 "N" 0 8 0 0 35.33 4 0 0 3.2422016501717 0 142.48
8 15 1901.37 1 126.75 16 0.39 0.04 0 0.05 0.07 0.04 0.05 0.21 0 0 0 0.005361 0.007152 0 0 0 1875.16 26.21 0 469 120 0.61 17 436 29.06 0.14 15 7 67 2 1635 "Y" 0 9 6 66.67 11.47 15 0.1 0 3.10099278421148 274.46 594.43
230 3 84.95 0 28.31 11 0 0.16 0.28 0.28 0 0 0.21 0 0 0 0 0 0.05 0 0 0 0 84.95 0 0 0 0.09 2 636 212 0.39 5 0 6 3 305 "Y" 0 0 0 0 159 15 0 0 3.1561489949599 0 0
60 2 369.27 1 184.63 11 0.02 0 0 0.1 0.28 0 0 0.36 0.07 0 0 0 0 0 0 0 159.35 209.92 0 0 0 0.24 1 62 31 0.41 5 1 15 2 89 "Y" 0 0 0 0 5.16 35 0.16 0 3.14156272176553 369.27 0
165 2 124.49 0 62.24 11 0.2 0 0 0 0 0.4 0.39 0 0 0 0 0 0 0 0 0 0 124.49 0 0 0 0.58 14 582 291 0.06 3 0 3 1 62 "N" 0 9 1 11.11 97 10 0 0 3.57822718401034 0 98.99
224 1 92 0 92 11 0.41 0 0 0 0 0 0 0.58 0 0 0 0 0 0 0 0 0 92 0 0 0 0.71 6 224 224 0 2 0 2 1 4563 "Y" 0 2 0 0 224 4 0 0 3.94177596357749 0 0
229 3 327.49 0 109.16 11 0.15 0 0 0 0.27 0.14 0 0 0 0 0.42 0 0 0 0 0 0 327.49 0 0 0 0.47 17 278 92.66 0.43 4 0 5 1 460 "Y" 0 2 0 0 69.5 8 0 0 3.40552135314221 0 0
33 3 162.84 1 54.28 11 0.15 0.3 0.08 0 0.12 0 0 0.18 0 0 0 0.14 0 0 0 0 0 111.86 50.98 0 0 0.41 4 480 160 0.24 8 1 11 2 434 "Y" 0 1 1 100 40 12 0 0 2.97654945413722 50.98 29.98
78 5 599.94 1 119.98 16 0.14 0.02 0.09 0.12 0.07 0.15 0 0 0 0 0.12 0 0 0 0.07 0 499.94 100 0 0 0 0.59 14 687 137.4 0.11 8 0 17 3 2726 "Y" 0 7 3 42.86 62.45 11 0.34 0 2.27521389619791 184 48.99
222 2 276.25 1 138.12 16 0.05 0 0.31 0 0.32 0.17 0.13 0 0 0 0 0 0 0 0 0 261.25 15 0 0 0 0.55 20 662 331 0.24 6 0 7 2 2987 "Y" 0 10 1 10 41.37 8 0 0 3.23828621838802 0 0
305 1 171 0 171 11 0.33 0 0 0 0 0.37 0.28 0 0 0 0 0 0 0 0 0 0 171 0 0 0 0.67 11 305 305 0 3 0 4 1 260 "N" 0 4 0 0 305 10 0 0 3.51809113313365 0 0
298 2 193.5 0 96.75 11 0.37 0 0 0.52 0 0 0 0 0 0 0 0 0.09 0 0 0 0 193.5 0 0 0 0.6 12 494 247 0.21 4 0 7 1 4561 "N" 0 5 0 0 123.5 3 0 0 3.76305885228819 0 0
188 1 121 0 121 11 0.39 0.19 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 49 72 0 0 0 0.68 5 188 188 0 3 0 3 2 4635 "Y" 0 0 0 0 94 5 0 0 3.58518421777517 0 0
33 7 696.18 1 99.45 16 0.4 0 0 0.06 0.12 0.07 0.04 0.04 0.22 0 0 0 0 0 0 0 651.2 19.99 24.99 0 0 0.46 16 581 83 0.26 9 1 25 3 2705 "Y" 0 6 3 50 38.73 20 0 1 3.21927574488953 127.94 59.99
25 7 746.39 1 106.62 11 0.24 0.02 0 0.02 0.21 0.05 0.18 0 0.09 0 0.15 0 0 0.02 0.13 0 0 746.39 0 64 0 0.52 29 683 97.57 0.28 11 1 19 3 499 "Y" 0 10 4 40 14.22 11 0 0 2.95021175825218 63.97 0
15 3 477.72 1 159.24 11 0.25 0 0.09 0.03 0.1 0.08 0 0.04 0.27 0 0 0 0.06 0.04 0.1 0 0 477.72 0 357.75 0 0.48 12 411 137 0.3 13 1 20 2 4604 "Y" 0 5 0 0 31.61 2 0 1 2.92369907065416 69.98 49.99
7 19 1582.56 0 83.29 16 0.23 0.02 0.05 0.19 0.05 0.06 0.03 0.02 0.15 0 0 0 0.009151 0.01 0.08 0 1533.57 48.99 0 196 0 0.59 15 690 36.31 0.15 15 1 56 4 2719 "Y" 0 10 3 30 13.01 1 0.17 0 2.60564826748413 478.21 597.37
62 1 214.97 1 214.97 11 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0.45 0 0 214.97 0 0 0 0.68 1 62 62 0.16 2 0 6 1 2652 "Y" 0 0 0 0 15.5 32 0 0 4.79397070887975 214.97 0
355 1 107 0 107 11 0.45 0 0 0 0 0 0 0.54 0 0 0 0 0 0 0 0 0 107 0 0 0 0.59 14 355 355 0.15 2 0 3 1 725 "N" 0 5 0 0 355 16 0 0 3.91899861916457 0 0
8 16 299.83 1 18.73 11 0 0 0 0.01 0.1 0.21 0.03 0.01 0 0 0 0 0 0 0 0 12 287.83 0 0 223.48 0.29 18 672 42 0.32 9 0 25 5 4739 "Y" 0 7 1 14.29 11.58 18 1.59 1 1.80500469597808 171.32 0
32 10 326.24 1 32.62 16 0.06 0 0.16 0.03 0.1 0 0.09 0.04 0 0.25 0 0.04 0 0.04 0 0 256 59.75 10.49 0 0 0.32 22 597 59.7 0.39 11 1 20 6 5073 "Y" 0 10 3 30 17.55 8 0.18 0 2.48573963609189 73.44 15
4 3 125.98 0 41.99 11 0.34 0 0 0 0.23 0 0.38 0 0 0 0 0 0.03 0 0 0 72.98 53 0 53 0 0.4 3 374 124.66 0.31 4 0 5 2 4634 "Y" 0 1 0 0 34 4 0 1 3.48247010179089 0 0
10 4 763.46 0 190.86 11 0.04 0.05 0 0.06 0.39 0.07 0.07 0.12 0.1 0 0 0.009169 0.04 0 0.12 0 106.94 656.52 0 396 0 0.65 17 412 103 0.1 12 2 19 2 62 "N" 0 7 2 28.57 37.45 1 0 0 3.11039934853212 75.46 88.0000000000001
6 41 2947.7 1 71.89 11 0.14 0.04 0.06 0.11 0.07 0.01 0.03 0.1 0.01 0 0 0.004033 0.07 0.006408 0.04 0 0 2947.7 0 554.99 120.75 0.62 15 581 14.17 0.17 21 7 110 4 810 "Y" 0 6 6 100 4.68 27 0.42 1 1.870262530716 165.87 960.78
16 18 982.66 1 54.59 11 0.41 0.009133 0 0.02 0.08 0.07 0.09 0.07 0.04 0 0 0 0.04 0 0 0 33.5 949.16 0 100 4.25 0.46 26 695 38.61 0.29 14 3 43 5 778 "Y" 0 10 9 90 14.18 4 0.16 1 2.99773027621666 0 224.94
9 15 874.69 1 58.31 11 0.34 0.06 0.01 0.18 0.01 0 0 0.03 0.03 0 0 0.04 0 0 0 0 176.53 156.64 541.52 83 18.74 0.57 22 523 34.86 0.15 15 3 47 6 893 "Y" 0 9 5 55.56 10.25 20 0.36 0 2.78747733473353 128.97 293.57
116 1 147.99 0 147.99 11 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 147.99 0 0 0 0.63 5 116 116 0 1 0 2 1 243 "Y" 0 0 0 0 116 10 0 0 4.60517018598809 0 147.99
292 1 78.47 0 78.47 11 0.26 0 0 0.26 0 0.44 0 0 0 0 0 0 0 0.01 0 0 0 78.47 0 0 0 0.4 3 292 292 0.3 4 0 4 1 43 "Y" 0 2 0 0 292 18 0 0 3.53281026846405 0 0
82 2 29.49 0 14.74 11 0 0.63 0 0 0 0 0.36 0 0 0 0 0 0 0 0 0 0 29.49 0 0 14.99 0.29 21 448 224 0.45 3 1 3 2 4602 "Y" 0 8 1 12.5 149.33 10 0 0 3.9862024036024 14.5 0
188 6 330.7 0 55.11 16 0.09 0 0 0.07 0.26 0.07 0 0 0.06 0 0 0.03 0.06 0 0 0 134.75 38 157.95 0 87.75 0.59 18 313 52.16 0.1 11 0 13 3 2734 "N" 0 9 2 22.22 22.35 4 0.48 1 2.29152414563462 0 0
3 5 650.76 0 130.15 16 0.09 0 0 0.04 0.3 0.18 0 0.15 0.19 0 0 0 0.02 0 0.39 0 636.78 13.98 0 236.99 0 0.67 5 381 76.2 0.08 7 0 14 2 2936 "Y" 0 2 2 100 23.81 25 0 0 3.57094015624925 34.8 378.97
172 2 167.49 0 83.74 11 0.3 0 0 0 0 0.57 0 0 0 0 0 0 0.11 0 0.35 0 0 167.49 0 0 0 0.56 19 266 133 0.14 4 1 5 1 460 "Y" 0 3 1 33.33 133 4 0 0 4.03051689947594 0 52.49
186 1 455 0 455 11 0.08 0 0.17 0.18 0.45 0 0 0.1 0 0 0 0 0 0 0 0 226 229 0 0 0 0.7 3 186 186 0 5 0 8 2 638 "N" 0 1 0 0 93 28 0 0 3.36106959057138 0 0
93 1 188.97 0 188.97 16 0 0 0 0.21 0 0 0.2 0.31 0.26 0 0 0 0 0 0 0 149.97 39 0 0 0 0.64 2 93 93 0.19 4 0 5 2 2833 "Y" 0 0 0 0 46.5 24 0 0 3.24649099190117 0 188.97
37 9 486.06 1 54 16 0.22 0 0.03 0.05 0 0.09 0.04 0.1 0.23 0 0 0 0.05 0 0 0 456.66 29.4 0 0 161.99 0.49 19 563 62.55 0.21 12 0 16 4 2823 "Y" 0 8 4 50 28.15 38 0.2 0 2.58550584834412 84.36 157.99
47 8 949.34 1 118.66 11 0.05 0.00631 0.14 0.11 0.2 0.14 0 0.06 0.18 0 0.02 0.000895 0.03 0.01 0 0 0 640.55 308.79 0 0 0.5 22 657 82.12 0.21 16 2 31 6 4251 "Y" 0 10 3 30 28.56 2 0 0 2.66095859356836 289.39 184.95
50 11 1440.88 1 130.98 11 0.17 0.06 0 0.11 0.18 0.04 0.09 0.13 0 0 0 0.02 0.02 0.008961 0 0 0 1440.88 0 0 127.5 0.56 15 678 61.63 0.23 17 4 57 3 173 "Y" 0 8 5 62.5 21.18 1 0.16 0 2.40874528882244 294.92 286.73
279 1 181 0 181 11 0.26 0 0.59 0 0 0 0 0 0 0 0 0.11 0 0.02 0 0 0 181 0 0 0 0.69 15 279 279 0.02 6 0 7 1 4593 "Y" 0 4 0 0 279 3 0 0 3.77045944110636 0 0
113 2 293.3 1 146.65 11 0 0 0.19 0.15 0 0 0.09 0.15 0.28 0 0 0 0.11 0 0 0 117 176.3 0 0 0 0.66 14 448 224 0.04 6 0 7 2 4520 "Y" 0 6 1 16.67 64 28 0 0 2.94180393152844 0 293.3
9 22 1604.51 1 72.93 16 0.06 0.01 0.02 0.02 0.25 0.11 0.02 0.1 0.11 0 0 0 0.00328 0 0.08 0 1548.52 55.99 0 280 178.24 0.56 21 691 31.4 0.21 17 5 41 2 2653 "Y" 0 9 9 100 16.06 10 0.32 0 2.46894663020927 240.61 255.7
122 2 639.07 1 319.53 16 0.13 0.03 0.15 0.33 0 0 0.13 0 0.2 0 0 0 0 0 0 0 591.07 48 0 0 0 0.63 14 362 181 0.06 7 1 16 2 2741 "Y" 0 6 1 16.67 120.66 1 0 0 3.0777729838902 0 287.08
135 4 229.5 0 57.37 16 0.35 0.3 0 0.12 0 0 0.21 0 0 0 0 0 0 0 0 0 180.5 49 0 0 0 0.68 6 348 87 0 5 0 8 2 2888 "Y" 0 1 0 0 69.6 10 0 0 3.33541364111615 0 169.5
12 9 649.49 0 72.16 16 0.15 0.06 0.04 0.07 0.02 0 0.31 0.06 0.21 0 0 0.02 0 0.01 0 0 365.69 283.8 0 86 83 0.46 15 494 54.88 0.33 14 2 31 4 2681 "Y" 0 8 3 37.5 29.05 1 0 0 2.92798862146747 173.93 175.85
71 3 106.49 0 35.49 11 0.69 0.08 0 0 0 0 0 0 0 0 0 0.1 0.11 0 0 0 36 70.49 0 0 0 0.48 17 579 193 0.33 6 0 7 3 92 "Y" 0 8 0 0 115.8 5 0 0 3.92907675999397 21.49 49
172 7 726.51 0 103.78 11 0.22 0.02 0 0 0 0.2 0 0.06 0.15 0.1 0 0 0.04 0 0 58 0 668.51 0 0 0 0.55 24 611 87.28 0.16 12 1 21 4 4662 "Y" 0 10 3 30 55.54 3 0.25 0 2.59674613154354 0 72.75
108 1 197 0 197 11 0 0 0 0.19 0.5 0.29 0 0 0 0 0 0 0 0 0.8 0 0 197 0 0 0 0.69 4 108 108 0 3 0 3 1 4582 "Y" 0 0 0 0 108 11 0 0 4.62947247851106 0 197
12 5 638.68 1 127.73 16 0.14 0.01 0 0.15 0 0 0.16 0 0 0.48 0 0 0 0.04 0 0 559.23 35.98 43.47 35.98 0 0.5 19 558 111.6 0.38 10 3 23 5 615 "Y" 0 9 2 22.22 42.92 5 0 0 3.41903729979049 0 184
59 6 107.95 0 17.99 11 0 0.05 0 0.12 0.12 0 0 0.11 0.2 0 0 0 0 0 0 0 0 107.95 0 0 0 0.33 3 396 66 0.41 6 0 8 2 221 "N" 0 0 0 0 39.6 8 0.61 0 2.17928687664955 35.99 40.98
293 1 150.98 0 150.98 11 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150.98 0 0 0 0.54 16 489 489 0.09 2 0 3 1 4522 "Y" 0 9 0 0 244.5 23 0 0 4.60517018598809 0 0
341 1 207.99 0 207.99 11 0 0 0 0 0.56 0.3 0 0 0 0 0 0.12 0 0 0 0 0 207.99 0 0 0 0.67 19 341 341 0 4 0 5 1 383 "Y" 0 6 0 0 341 11 0 0 3.76607194994384 0 0
115 2 176.4 1 88.2 11 0 0 0 0 0.39 0 0 0 0.31 0 0 0 0 0 0 0 0 176.4 0 0 0 0.67 4 124 62 0.12 2 1 2 2 354 "Y" 0 1 0 0 41.33 42 0.4 0 3.23553626576131 0 176.4
137 6 1077.96 0 179.66 11 0.1 0 0.09 0.06 0.28 0.1 0 0 0.14 0 0 0.02 0.12 0.04 0.43 0 0 1077.96 0 0 0 0.65 17 581 96.83 0.11 11 1 26 1 4632 "Y" 0 10 3 30 44.69 10 0 0 3.52929738428947 0 566.5
28 4 632.7 0 158.17 11 0.4 0.01 0.13 0.03 0.18 0 0 0.15 0 0 0 0 0.06 0 0 0 0 632.7 0 115 0 0.52 21 649 162.25 0.22 11 1 22 1 595 "Y" 0 9 2 22.22 81.12 25 0 0 3.210036876201 0 275.97
9 20 792.56 1 39.62 16 0.09 0 0 0.07 0.04 0.02 0 0.02 0.008177 0.04 0 0 0.01 0.01 0 0 633.77 158.79 0 234 2.72 0.57 24 701 35.05 0.25 17 11 62 13 588 "Y" 0 10 7 70 6.37 3 2.04 1 0.72270598280149 -17.49 46.89
313 1 111.99 0 111.99 11 0 0 0 0 0 0 0 0 0 0.89 0 0 0 0.1 0 0 0 111.99 0 0 111.99 0.63 15 699 699 0.02 2 0 3 1 916 "N" 0 5 0 0 349.5 24 0 0 4.39271926421262 0 0
272 2 68.5 1 34.25 16 0.35 0.35 0 0 0 0 0 0 0 0 0 0 0.29 0 0 0 0 68.5 0 0 44 0.61 7 649 324.5 0.26 3 0 3 1 2791 "Y" 0 3 0 0 72.11 4 0 1 3.5142284036242 0 0
116 1 24 0 24 11 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0.69 16 467 467 0 1 0 1 1 338 "Y" 0 4 0 0 155.66 18 0 0 4.60517018598809 0 24
248 1 210 1 210 11 0 0 0 0 0.51 0 0 0 0.4 0 0 0.08 0 0 0 0 0 210 0 0 0 0.7 19 595 595 0.01 3 0 4 1 181 "Y" 0 7 0 0 74.37 7 0 0 3.76537742508666 0 0
236 1 69.99 0 69.99 11 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 69.99 0 0 0 0.58 0 236 236 0.1 2 0 3 1 143 "N" 0 0 0 0 236 10 0 0 4.60517018598809 0 0
293 1 146.94 1 146.94 11 0 0 0.14 0 0.47 0 0.38 0 0 0 0 0 0 0 0 0 0 146.94 0 0 0 0.31 9 642 642 0.3 3 0 3 1 4638 "Y" 0 1 0 0 214 4 0 0 3.66944176022146 0 0
65 4 378.73 1 94.68 11 0.15 0.04 0 0 0.14 0.24 0 0 0 0 0.33 0 0.03 0 0 0 0 378.73 0 0 0 0.54 21 575 143.75 0.32 8 0 11 1 4650 "Y" 0 10 1 10 31.94 30 0.09 0 3.11262602502549 43.99 201.23
315 1 207 0 207 11 0 0 0 0.23 0.47 0.28 0 0 0 0 0 0 0 0 0.76 0 0 207 0 0 207 0.69 11 315 315 0 3 0 3 1 202 "Y" 0 4 0 0 315 15 0 0 4.55240212044944 0 0
129 10 1163.79 1 116.37 11 0.3 0.01 0.03 0.04 0.1 0.03 0.07 0.02 0.25 0 0 0 0.03 0.01 0.08 0 631.94 531.85 0 0 0 0.62 22 607 60.7 0.15 17 4 36 3 4665 "Y" 1 9 3 33.33 20.93 6 0.06 1 2.95647155960069 0 574.81
125 7 298.97 0 42.71 11 0.12 0.11 0.04 0.39 0 0 0.07 0 0 0 0 0 0 0 0 0 126.98 171.99 0 0 73.99 0.57 7 320 45.71 0.16 5 0 15 3 893 "N" 0 3 1 33.33 29.09 11 0.33 1 2.94074796522123 0 231.5
9 6 595.66 1 99.27 16 0.08 0.06 0.27 0.08 0.05 0 0.2 0 0.19 0 0 0 0.03 0 0 0 330.23 98.49 166.94 57.5 166.94 0.39 14 516 86 0.41 12 0 29 3 2993 "Y" 0 3 1 33.33 10.32 38 0 0 2.88703285663065 371.22 0
5 4 668 0 167 11 0.3 0 0 0.11 0.35 0.19 0 0 0 0 0 0 0.02 0 0 0 0 668 0 546 0 0.67 7 377 94.25 0.02 6 0 13 1 4532 "Y" 0 2 1 50 41.88 1 0 0 3.30100865440672 39 39
5 10 834.91 0 83.49 11 0.11 0.03 0.005587 0.25 0.17 0.07 0.15 0.08 0 0 0 0.01 0.01 0 0.3 59 40 735.91 0 24.99 244 0.36 15 632 63.2 0.17 17 0 38 7 2937 "Y" 0 6 2 33.33 24.3 11 0.07 0 3.18717873812495 245.94 152.98
80 3 414.21 1 138.07 11 0.21 0.1 0 0.03 0.38 0.26 0 0 0 0 0 0 0 0 0 0 0 249 165.21 0 0 0.53 20 654 218 0.23 7 1 18 2 4751 "Y" 0 8 3 37.5 54.5 16 0 0 3.31054301339402 60.24 104.97
173 5 89.45 1 17.89 16 0.14 0.07 0 0 0.16 0 0.16 0.14 0 0 0 0.03 0 0 0 0 69.46 19.99 0 0 0 0 8 305 61 0.31 7 1 10 2 2762 "Y" 0 2 1 50 43.57 6 0.39 0 2.30558060197384 0 4.49
240 2 113.42 0 56.71 11 0 0.1 0.13 0.28 0 0.15 0 0.32 0 0 0 0 0 0 0.15 0 0 113.42 0 0 0 0 5 246 123 0.36 6 0 8 1 4673 "N" 0 1 0 0 123 36 0 0 3.26499576048175 0 0
13 20 477.57 1 23.87 11 0.09 0.003302 0 0.09 0 0.02 0.02 0.05 0.01 0 0 0 0 0.01 0 0 0 477.57 0 0 0 0.49 17 465 23.25 0.26 17 1 41 5 253 "Y" 0 6 1 16.67 11.07 12 1.98 1 0.86288995514704 159.14 0
30 7 1186.95 0 169.56 18 0.14 0 0.09 0.09 0.12 0.04 0 0.15 0.06 0 0 0.02 0.1 0.06 0 1163.55 0 23.4 0 149.99 370.93 0.4 14 430 61.42 0.22 18 0 48 3 3745 "Y" 0 5 2 40 47.77 2 0.08 0 2.30458309565672 411.57 0
152 5 794.66 1 158.93 11 0.3 0.14 0 0.09 0 0 0.12 0.07 0 0 0 0.08 0 0.11 0.07 0 127.99 666.67 0 0 0 0.58 13 411 82.2 0.16 13 1 39 3 4525 "Y" 0 4 1 25 25.68 38 0.04 0 2.84897089215859 0 30.75
28 7 171.43 1 24.49 11 0.56 0 0 0.43 0 0 0 0 0 0 0 0 0 0 0 0 78.96 92.47 0 25 19.99 0.3 17 645 92.14 0.23 4 0 7 5 866 "Y" 0 8 3 37.5 35.83 10 0 0 3.92750257627653 27.98 29.99
99 1 89.97 0 89.97 11 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 89.97 0 0 0 0.59 2 99 99 0 1 0 2 1 462 "Y" 0 0 0 0 49.5 4 0 0 4.60517018598809 0 89.97
115 1 136.99 0 136.99 11 0 0.1 0 0.42 0 0.46 0 0 0 0 0 0 0 0 0 0 0 136.99 0 0 0 0.64 3 115 115 0 3 0 3 1 556 "Y" 0 0 0 0 115 23 0 0 3.71210758023314 0 136.99
119 3 331.96 0 110.65 11 0.54 0.06 0.09 0.11 0 0 0.14 0 0 0 0 0 0 0.03 0 0 0 237 94.96 0 0 0.63 15 581 193.66 0.08 7 0 13 2 1603 "N" 0 9 1 11.11 48.41 38 0 1 3.55277332111694 0 94.96
47 4 164.97 1 41.24 11 0.29 0.06 0 0 0.6 0 0 0 0 0 0 0 0.04 0 0.6 17.99 0 146.98 0 0 0 0.58 20 516 129 0.12 4 0 5 3 242 "Y" 0 8 0 0 64.5 10 0 0 4.39555964895647 17.99 29.99
348 1 104 0 104 11 0 0 0 0 0 0 0 0 0.94 0 0 0 0 0.05 0 0 0 104 0 0 0 0.68 11 348 348 0 2 0 2 1 49 "N" 0 4 0 0 348 16 0 0 4.48998377617897 0 0
78 1 305.88 0 305.88 11 0.04 0.19 0.22 0 0 0 0 0.08 0.45 0 0 0 0 0 0 0 0 305.88 0 0 0 0.5 1 78 78 0.25 5 0 14 1 778 "Y" 0 0 0 0 78 11 0 0 3.41772668361337 305.88 0
302 2 256 0 128 11 0 0 0 0.2 0.42 0 0 0 0.32 0 0 0 0 0.03 0 0 0 256 0 0 0 0.66 14 358 179 0.05 4 0 5 1 4659 "Y" 0 6 0 0 51.14 38 0 0 3.50645789231965 0 0
150 1 281.99 0 281.99 11 0 0 0 0 0 0 0 0 0.52 0.47 0 0 0 0 0 0 73.5 208.49 0 0 0 0.59 10 150 150 0.16 2 0 3 2 998 "Y" 0 1 0 0 75 15 0 0 3.91382138736953 0 281.99
33 6 509.43 1 84.9 19 0.29 0.07 0.03 0 0 0.16 0.04 0.02 0.28 0 0 0 0 0 0 0 68.99 92.95 347.49 0 0 0.43 14 441 73.5 0.22 9 1 28 5 4213 "Y" 0 7 1 14.29 24.5 15 0.08 0 3.0130809118886 377.47 112.96
167 1 154 0 154 11 0.62 0 0 0 0 0 0 0.37 0 0 0 0 0 0 0 0 0 154 0 0 0 0.67 8 167 167 0 2 0 3 1 2655 "Y" 0 0 0 0 55.66 11 0 0 3.97104634587761 0 154
152 2 35 0 17.5 11 0 0 0 0 0.57 0.42 0 0 0 0 0 0 0 0 0.57 0 0 35 0 0 0 0 2 187 93.5 0.49 2 0 2 1 434 "Y" 0 0 0 0 93.5 4 0 0 4.42688049030751 0 15
5 6 171.96 0 28.66 16 0.26 0.26 0.05 0.1 0.08 0 0 0.22 0 0 0 0 0 0 0 0 74.46 20 77.5 4.99 0 0.39 3 589 98.16 0.39 8 0 12 3 2784 "Y" 0 0 0 0 65.44 20 0 0 3.04879899449068 41.98 0
47 1 209.92 0 209.92 11 0 0 0 0.22 0.54 0.14 0 0.08 0 0 0 0 0 0 0 0 0 209.92 0 0 0 0.25 6 420 420 0.4 4 0 8 1 4633 "Y" 0 2 0 0 210 10 0 0 3.6235406128056 209.92 0
17 52 2306.16 1 44.34 19 0.26 0.02 0.03 0.12 0.09 0.04 0.07 0.09 0.008812 0 0.04 0 0.01 0.02 0 0 20.4 616.94 1668.82 107.99 183.24 0.38 16 360 6.92 0.4 22 3 136 10 4535 "Y" 0 7 6 85.71 2.7 15 0.18 1 2.44581926107995 98.69 572.6
81 2 95.48 0 47.74 11 0 0.000105 0 0.21 0 0 0.27 0.25 0 0 0 0 0.25 0 0 0 0 95.48 0 0 0 0.33 1 84 42 0.32 5 0 5 1 4591 "Y" 0 0 0 0 42 24 0 0 3.2240623515555 95.48 0
4 4 139.97 1 34.99 11 0.66 0 0 0 0 0 0.03 0 0.29 0 0 0 0 0 0 0 5 134.97 0 59 0 0.33 3 691 172.75 0.34 4 0 7 2 2887 "Y" 0 1 1 100 86.37 11 0 0 3.97499780458953 55.98 24.99
200 4 583.72 1 145.93 11 0 0 0 0.19 0.43 0 0 0.12 0 0.15 0 0 0 0.01 0.07 0 0 583.72 0 0 0 0.57 13 676 169 0.25 8 1 14 1 684 "Y" 0 6 1 16.67 52 16 0.08 0 3.30100865440672 0 0
5 11 663.31 1 60.3 11 0.28 0 0 0 0.23 0.19 0.03 0 0 0 0 0.01 0.08 0.01 0.06 0 0 663.31 0 101.4 0 0.58 9 177 16.09 0.13 10 4 24 5 499 "Y" 0 2 2 100 8.04 2 0.16 1 2.91939104029727 5.5 556.41
206 3 507.99 0 169.33 16 0.16 0.03 0.15 0 0.17 0.19 0 0.08 0 0 0 0 0 0 0 0 293.99 214 0 0 0 0.7 6 223 74.33 0 7 0 14 2 2639 "N" 0 2 0 0 44.6 12 0.24 0 2.55100645149252 0 0
265 1 113.98 0 113.98 11 0 0.08 0 0 0.3 0 0 0.42 0 0 0 0 0.17 0 0.42 0 34.99 78.99 0 0 0 0.57 0 633 633 0.17 4 0 4 2 601 "Y" 0 0 0 0 211 6 0 0 3.91661245776195 0 0
